3	"Clinical medicine"	"OPHTHALMOLOGY"	"Medical and Health Sciences"
3	"Clinical medicine"	"ORTHOPEDICS"	"Medical and Health Sciences"
3	"Clinical medicine"	"OTORHINOLARYNGOLOGY"	"Medical and Health Sciences"
3	"Clinical medicine"	"PEDIATRICS"	"Medical and Health Sciences"
3	"Clinical medicine"	"PSYCHIATRY"	"Medical and Health Sciences"
3	"Clinical medicine"	"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING"	"Medical and Health Sciences"
3	"Clinical medicine"	"RESPIRATORY SYSTEM"	"Medical and Health Sciences"
3	"Clinical medicine"	"RHEUMATOLOGY"	"Medical and Health Sciences"
3	"Clinical medicine"	"SURGERY"	"Medical and Health Sciences"
3	"Clinical medicine"	"TRANSPLANTATION"	"Medical and Health Sciences"
3	"Clinical medicine"	"UROLOGY & NEPHROLOGY"	"Medical and Health Sciences"
3	"Clinical medicine"	"PERIPHERAL VASCULAR DISEASE"	"Medical and Health Sciences"
3	"Health sciences"	"SUBSTANCE ABUSE"	"Medical and Health Sciences"
3	"Health sciences"	"HEALTH CARE SCIENCES & SERVICES"	"Medical and Health Sciences"
3	"Health sciences"	"HEALTH POLICY & SERVICES"	"Medical and Health Sciences"
3	"Health sciences"	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"	"Medical and Health Sciences"
3	"Health sciences"	"INFECTIOUS DISEASES"	"Medical and Health Sciences"
3	"Health sciences"	"MEDICAL ETHICS"	"Medical and Health Sciences"
3	"Health sciences"	"MEDICINE, LEGAL"	"Medical and Health Sciences"
3	"Health sciences"	"MEDICAL INFORMATICS"	"Medical and Health Sciences"
3	"Health sciences"	"NURSING"	"Medical and Health Sciences"
3	"Health sciences"	"NUTRITION & DIETETICS"	"Medical and Health Sciences"
3	"Health sciences"	"PARASITOLOGY"	"Medical and Health Sciences"
3	"Health sciences"	"PSYCHOLOGY, PSYCHOANALYSIS"	"Medical and Health Sciences"
3	"Health sciences"	"REHABILITATION"	"Medical and Health Sciences"
3	"Health sciences"	"SOCIAL SCIENCES, BIOMEDICAL"	"Medical and Health Sciences"
3	"Health sciences"	"SPORT SCIENCES"	"Medical and Health Sciences"
3	"Health sciences"	"TROPICAL MEDICINE"	"Medical and Health Sciences"
4	"Agriculture, forestry, and fisheries"	"AGRICULTURE, MULTIDISCIPLINARY"	"Agricultural Sciences"
4	"Agriculture, forestry, and fisheries"	"AGRONOMY"	"Agricultural Sciences"
4	"Agriculture, forestry, and fisheries"	"FISHERIES"	"Agricultural Sciences"
4	"Agriculture, forestry, and fisheries"	"FORESTRY"	"Agricultural Sciences"
4	"Agriculture, forestry, and fisheries"	"HORTICULTURE"	"Agricultural Sciences"
4	"Agriculture, forestry, and fisheries"	"SOIL SCIENCE"	"Agricultural Sciences"
4	"Animal and dairy science"	"AGRICULTURE, DAIRY & ANIMAL SCIENCE"	"Agricultural Sciences"
4	"Veterinary science"	"VETERINARY SCIENCES"	"Agricultural Sciences"
4	"Other agricultural sciences"	"AGRICULTURAL ENGINEERING"	"Agricultural Sciences"
4	"Other agricultural sciences"	"AGRICULTURAL ECONOMICS & POLICY"	"Agricultural Sciences"
4	"Other agricultural sciences"	"FOOD SCIENCE & TECHNOLOGY"	"Agricultural Sciences"
5	"Psychology"	"PSYCHOLOGY, BIOLOGICAL"	"Social Sciences"
5	"Psychology"	"BEHAVIORAL SCIENCES"	"Social Sciences"
5	"Psychology"	"PSYCHOLOGY, EDUCATIONAL"	"Social Sciences"
5	"Psychology"	"ERGONOMICS"	"Social Sciences"
5	"Psychology"	"PSYCHOLOGY, DEVELOPMENTAL"	"Social Sciences"
5	"Psychology"	"PSYCHOLOGY, APPLIED"	"Social Sciences"
5	"Psychology"	"PSYCHOLOGY"	"Social Sciences"
5	"Psychology"	"PSYCHOLOGY, MULTIDISCIPLINARY"	"Social Sciences"
5	"Psychology"	"PSYCHOLOGY, MATHEMATICAL"	"Social Sciences"
5	"Psychology"	"PSYCHOLOGY, EXPERIMENTAL"	"Social Sciences"
5	"Psychology"	"PSYCHOLOGY, SOCIAL"	"Social Sciences"
5	"Economics and business"	"BUSINESS"	"Social Sciences"
5	"Economics and business"	"BUSINESS, FINANCE"	"Social Sciences"
5	"Economics and business"	"ECONOMICS"	"Social Sciences"
5	"Economics and business"	"INDUSTRIAL RELATIONS & LABOR"	"Social Sciences"
5	"Economics and business"	"MANAGEMENT"	"Social Sciences"
5	"Economics and business"	"OPERATIONS RESEARCH & MANAGEMENT SCIENCE"	"Social Sciences"
5	"Educational sciences"	"EDUCATION & EDUCATIONAL RESEARCH"	"Social Sciences"
5	"Educational sciences"	"EDUCATION, SCIENTIFIC DISCIPLINES"	"Social Sciences"
5	"Educational sciences"	"EDUCATION, SPECIAL"	"Social Sciences"
5	"Sociology"	"ANTHROPOLOGY"	"Social Sciences"
5	"Sociology"	"DEMOGRAPHY"	"Social Sciences"
5	"Sociology"	"ETHNIC STUDIES"	"Social Sciences"
5	"Sociology"	"FAMILY STUDIES"	"Social Sciences"
5	"Sociology"	"SOCIAL SCIENCES, MATHEMATICAL METHODS"	"Social Sciences"
5	"Sociology"	"SOCIAL ISSUES"	"Social Sciences"
5	"Sociology"	"SOCIAL SCIENCES, INTERDISCIPLINARY"	"Social Sciences"
5	"Sociology"	"SOCIAL WORK"	"Social Sciences"
5	"Sociology"	"SOCIOLOGY"	"Social Sciences"
5	"Sociology"	"WOMEN'S STUDIES"	"Social Sciences"
5	"Law"	"CRIMINOLOGY & PENOLOGY"	"Social Sciences"
5	"Law"	"LAW"	"Social Sciences"
5	"Political Science"	"INTERNATIONAL RELATIONS"	"Social Sciences"
5	"Political Science"	"POLITICAL SCIENCE"	"Social Sciences"
5	"Political Science"	"PUBLIC ADMINISTRATION"	"Social Sciences"
5	"Social and economic geography"	"AREA STUDIES"	"Social Sciences"
5	"Social and economic geography"	"ENVIRONMENTAL STUDIES"	"Social Sciences"
5	"Social and economic geography"	"GEOGRAPHY"	"Social Sciences"
5	"Social and economic geography"	"PLANNING & DEVELOPMENT"	"Social Sciences"
5	"Social and economic geography"	"TRANSPORTATION"	"Social Sciences"
5	"Social and economic geography"	"URBAN STUDIES"	"Social Sciences"
5	"Media and communications"	"INFORMATION SCIENCE & LIBRARY SCIENCE"	"Social Sciences"
5	"Other social sciences"	"HOSPITALITY, LEISURE, SPORT & TOURISM"	"Social Sciences"
5	"Other social sciences"	"ASIAN STUDIES"	"Social Sciences"
6	"History and archaeology"	"ARCHAEOLOGY"	"Humanities"
6	"History and archaeology"	"HISTORY"	"Humanities"
6	"History and archaeology"	"HISTORY & PHILOSOPHY OF SCIENCE"	"Humanities"
6	"History and archaeology"	"HISTORY OF SOCIAL SCIENCES"	"Humanities"
6	"History and archaeology"	"MEDIEVAL & RENAISSANCE STUDIES"	"Humanities"
6	"Languages and literature"	"CLASSICS"	"Humanities"
6	"Languages and literature"	"FOLKLORE"	"Humanities"
6	"Languages and literature"	"LINGUISTICS"	"Humanities"
6	"Languages and literature"	"LITERARY THEORY & CRITICISM"	"Humanities"
6	"Languages and literature"	"LANGUAGE & LINGUISTICS"	"Humanities"
6	"Languages and literature"	"LITERARY REVIEWS"	"Humanities"
6	"Languages and literature"	"LITERATURE"	"Humanities"
6	"Languages and literature"	"LITERATURE, AFRICAN, AUSTRALIAN, CANADIAN"	"Humanities"
6	"Languages and literature"	"LITERATURE, AMERICAN"	"Humanities"
6	"Languages and literature"	"LITERATURE, BRITISH ISLES"	"Humanities"
6	"Languages and literature"	"LITERATURE, GERMAN, DUTCH, SCANDINAVIAN"	"Humanities"
6	"Languages and literature"	"LITERATURE, ROMANCE"	"Humanities"
6	"Languages and literature"	"LITERATURE, SLAVIC"	"Humanities"
6	"Languages and literature"	"POETRY"	"Humanities"
6	"Philosophy, ethics and religion"	"ETHICS"	"Humanities"
6	"Philosophy, ethics and religion"	"PHILOSOPHY"	"Humanities"
6	"Philosophy, ethics and religion"	"RELIGION"	"Humanities"
6	"Art (arts, history of arts, performing arts, music)"	"ARCHITECTURE"	"Humanities"
6	"Art (arts, history of arts, performing arts, music)"	"ART"	"Humanities"
6	"Art (arts, history of arts, performing arts, music)"	"DANCE"	"Humanities"
6	"Art (arts, history of arts, performing arts, music)"	"FILM, RADIO, TELEVISION"	"Humanities"
6	"Art (arts, history of arts, performing arts, music)"	"MUSIC"	"Humanities"
6	"Art (arts, history of arts, performing arts, music)"	"THEATER"	"Humanities"
6	"Other humanities"	"HUMANITIES, MULTIDISCIPLINARY"	"Humanities"
6	NA	"CULTURAL STUDIES"	"Humanities"
3	NA	"PRIMARY HEALTH CARE"	"Medical and Health Sciences"
