,doc,doc__title,doc__wosarticle__di,docownership,endColor,endFont,endFontsize,height,id,imputed_role,maxX,maxY,minX,minY,mostCommonColor,mostCommonFont,mostCommonFontsize,n,note,page,role,section,startColor,startFont,startFontsize,tag,technology,text,width
12,94729,Global fossil energy markets and climate change mitigation - an analysis with REMIND,10.1007/s10584-013-0901-6,,color-0,font-293,7.9702,173.03296,16101,body-text,392.6862,608.5817,46.771515,435.54874,color-0,font-293,8.0,8,,14,reference,,color-0,font-293,7.9702,,,"Obstfeld M, Rogoff K (2000) The six major puzzels in international macroeconomics. In: Bernanke BS, Rogoff K (eds) NBER macroeconomics annual. MIT Press, Cambridge, pp 339–390 Perrson TA, Azar C, Johannson D, Lindgren K (2007) Major oil exporters may profit rather than lose, in a carbon-constrained world. Energy Policy 35:6346–6353 Rogner HH (1997) An assessment of world hydrocarbon resources. Annu Rev Energy Environ 22:217–262 Rogner HH, Aguilera R et al (2012) Energy resources and potentials. In: Johansson TB, Patwardhan A, Nakicenovic N, Gomez-Echeverri L (eds) Global energy assessment, Chapter 7. Cambridge University Press, Cambridge MA Rosenberg J, Hallegate S, Vogt-Schilb A, Sassi O, Guivarch C, Waisman H, Hourcade JC (2010) Climate policies as a hedge against the uncertainty on future oil supply. Clim Change 101:663–668 Sorrell S, Speirs J, Bentley R, Brandt A, Miller R (2010) Global oil depletion: a review of evidence. Energy Policy 38:5290–5295 US EIA (2011) Annual energy outlook. US DoE, Washington DC Van Vuuren DP, Hoogwijk M et al (2009) Comparison of top-down and bottom-up estimates of sectoral and regional greenhouse gas emission reduction potentials. Energy Policy 37:5125–5139 Van Vuuren DP, Edmonds JA et al (2011) The representative concentration pathways: an overview. Clim Change 11:5–31 Weyant JP (2001) Economic models: how they work and why their results differ. In: Claussen E (ed) Climate change: science, strategies and solutions. Brill Academic Publishers, Boston",345.914685
13,94729,Global fossil energy markets and climate change mitigation - an analysis with REMIND,10.1007/s10584-013-0901-6,,color-0,font-293,7.9702,522.58176,16100,body-text,392.7022,583.969,46.674618,61.38724,color-0,font-293,8.0,7,,13,reference,,color-0,font-293,7.9702,,,"Aguilera R, Eggert RG, Lagos GCC, Tilton JE (2009) Depletion and future availability of petroleum reserves. Energy J 30:141–174 Askari H, Krichene N (2010) An oil demand and supply model incorporating monetary policy. Energy 35:2013–2021 Barker T, Bashmakov I et al (2007) Mitigation from a cross-sectoral perspective. In: Metz B, Davidson OR, Bosch PR, Dave R, Meyer LA (eds) Climate change 2007: mitigation. Contribution of WGIII to the AR4 of the IPCC. Cambridge University Press, Cambridge, United Kingdom and New York Bauer N, Edenhofer O, Kypreos S (2008) Linking energy system and macroeconomic growth models. J Comput Manag Sci 5:95–117 Bauer N, Baumstark L, Leimbach M (2012a) The REMIND-R model: the role of renewables in the low-carbon transformation. Clim Change 114:145–168 Bauer N, Brecha RJ, Luderer G (2012b) Economics of nuclear power and climate change mitigation policies. PNAS 109:16805–16810 Brandt AR (2009) Converting oil shale to liquid fuels: energy inputs and greenhouse gas emissions ofthe shell in-situ conversion process. Environ Sci Tech 42:7489–7495 British Petroleum BP (2012) Statistical Review of World Energy. http://www.bp.com/sectionbodycopy.do? categoryId=7500&contentId=7068481 (accessed August 1, 2012) Bundesanstalt für Geowissenschaften und Rohstoffe (2010) Kurzstudie 2010. Hannover, Germany Charpentier AD, Bergerson JA, MacLean HL (2009) Understanding the Canadian oil sands industry’s greenhouse gas emissions. Environ Res Lett 4:014005 Clarke L, Edmonds J, Krey V, Richels R, Rose S, Tavoni M (2009) International climate policy architectures: overview of the EMF22 international scenarios. Energy Econ 31:S64–S81 Dahl C, Duggan TE (1998) Survey of price elasticities from economic exploration models of oil and gas supply. J Energy Finance Dev 3:129–169 Dees S, Gasteuil A, Kaufman RK, Mann M (2008) Assessing the factors behind oil price changes. ECB Working Paper, Frankfurt, Germany. https://www.ecb.de/pub/pdf/scpwps/ecbwp855.pdf(accessed October 11, 2012) Edenhofer O, Knopf B et al (2010) The economics of low stabilization: model comparison of mitigation strategies and costs. Energy J 31(Special):223–241 Fan Y, Xu JH (2011) What has driven oil prices since 2000? Energy Econ 33:1082–1094 Grubb M (2001) Who’s afraid of atmospheric stabilisation? Making the link between energy resources and climate change. Energy Policy 29:837–845 Gupta S, Tirpak DA et al (2007) Policies instruments and co-operative arrangements. In: Metz B, Davidson OR, Bosch PR, Dave R, Meyer LA (eds) Climate change 2007: mitigation. Contribution of WGIII to the AR4 of the IPCC. Cambridge University Press, Cambridge, United Kingdom and New York Hamilton JD (2009) Understanding crude oil prices. Energy J 30:179–206 Harberger AC (1964) The measurement of waste. Am Econ Rev 54:58–76 Herfindahl OC (1967) Depletion and economic theory. In: Gaffney M (ed) Extractive resources and taxation. University of Wisconsin Press, Madison IEA (2007) Energy Balances of OECD and non-OECD countries. Paris, France. International Energy Agency IEA (2008) World energy outlook 2008. Paris, France International Energy Agency IEA (2009) World energy outlook 2009. Paris, France International Energy Agency IEA (2011) World energy outlook 2011. Paris, France Jakobsson K, Bentley R, Söderbergh B, Aleklett K (2012) The end of cheap oil: bottom-up economic and geologic modeling of aggregate oil production curves. Energy Policy 41:860–870 Kalkuhl M, Brecha RJ (2013) The carbon rent economics of climate policy. Energy Econ 39:89–99 Kaufman RK (2011) The role of market fundamentals and speculation in recent price changes for crude oil. Energy Policy 39:105–115 Kilian L (2009) Not all oil price shocks are alike: disentangling demand and supply shocks in the crude oil market. Am Econ Rev 99:1053–1069 Krichene N (2002) World crude oil and natural gas: a demand and supply model. Energy Econ 24:557–576 Luderer G, Bossetti V et al (2012a) The economics of decarbonizing the energy system. Clim Change 114:9–37 Luderer G, Pietzcker GC, Kriegler E, Haller M, Bauer N (2012b) Asia’s role in mitigating climate change: a technology and sector specific analysis with REMIND-R. Energy Econ 34(Supplement 3):S378–S390 Lüken M, Edenhofer O, Knopf B, Leimbach M, Luderer G, Bauer N (2011) The role of technological availability for the distributive impacts of climate change mitigation policy. Energy Policy 39:6030–6039 Nemet GF, Brandt AR (2011) Willingness to pay for a climate backstop. Energy J 33:53–81",346.027582
14,94729,Global fossil energy markets and climate change mitigation - an analysis with REMIND,10.1007/s10584-013-0901-6,,color-0,font-293,7.9702,25.67202,16099,body-text,393.53113,86.31872,46.7716,60.6467,color-0,font-293,8.0,6,,12,unknown,,color-0,font-290,7.9702,,,"Acknowledgment This work was supported by Stiftung Mercator (http://www.stiftung-mercator.de). Funding from the German Federal Ministry of Education and Research (BMBF) in the Call “Economics of Climate Change” (funding code 01LA11020B, Green Paradox) is gratefully acknowledged by Nico Bauer.",346.75953
15,94729,Global fossil energy markets and climate change mitigation - an analysis with REMIND,10.1007/s10584-013-0901-6,,color-0,font-293,7.9702,25.672,16098,body-text,392.6225,351.9816,46.7716,326.3096,color-0,font-293,8.0,5,,11,figure-caption,,color-0,font-290,7.9702,,,Fig. 7 Net present value NPV (2010–2100) of global fossil fuel rents and the global carbon permit rent. On the right hand side of the graph we present the NPV of GDP in trillion US$05 and the changes from climate change stabilization policies. The discount rate is 5%,345.8509
16,94729,Global fossil energy markets and climate change mitigation - an analysis with REMIND,10.1007/s10584-013-0901-6,,color-0,font-293,7.9702,80.97532,16097,body-text,393.5228,342.00372,46.75536,261.0284,color-0,font-293,8.0,4,,10,figure-caption,,color-0,font-293,7.9702,,,Fig. 6 Cumulative global fossil fuel use and CO2 emissions 2010–2100 for different scenarios. The lower right graph includes the cumulative net CO2 emissions from fossil fuels and industry FF&I (dotted lines) as well as the CO2 captured and sequestered from bio-energy BECCS (dashed lines). For the purpose of orientation the diamonds on the right hand axis of the bottom-right indicate the cumulative emissions of the representative concentration pathways (data from http://www.iiasa.ac.at/web-apps/tnt/RcpDb). The stacked bar plots to the right hand side of the three fossil fuel plots show estimates offossil fuel availabilities (Rogner 1997; BGR 2010; GEA is Rogner et al. 2012); USGS is taken from GEA. Note: the extraction sequence suggested by the stacked bars is not necessarily the economically rational sequence; some non-conventional reserves can be cheaper than conventional resources,346.76744
17,94729,Global fossil energy markets and climate change mitigation - an analysis with REMIND,10.1007/s10584-013-0901-6,,color-0,font-293,7.9702,62.519785,16096,body-text,393.53845,112.00062,46.768738,49.480835,color-0,font-293,8.0,3,,8,figure-caption,,color-0,font-293,7.9702,,,"Fig. 4 Differences of global cumulative fossil energy consumption 2010–2100 compared with the Default Baseline. The use of coal, oil and gas is 26ZJ, 23.2ZJ and 25.5ZJ, respectively. The unit ZJ is 1021 Joules. Carbon emissions are 5780GtCO2. The numbers on the right hand part of the graph indicate the change in cumulative CO2 emissions. The unit GtCO2 is 109 metric tons of CO2). The case “Low Oil” indicates low availability oil and high availability of coal and gas; the case “High Coal” is the same but the availability of gas is assumed low; “High Gas” indicates medium availability of oil and coal, but high availability of gas; the case “Weak Policy” considers moderate policies explained in more detail in Luderer et al. (this issue)",346.769712
18,94729,Global fossil energy markets and climate change mitigation - an analysis with REMIND,10.1007/s10584-013-0901-6,,color-0,font-293,7.9702,34.90945,16095,body-text,392.74203,429.99112,46.7716,395.08167,color-0,font-293,8.0,2,,6,figure-caption,,color-0,font-290,7.9702,,,"Fig. 2 Historical development (1980–2011) and future fossil fuel prices (2010–2100) in the Default baseline. The regional prices are indicated by the individual solid lines; areas show the variations. Solid thick lines are global average prices. Historical prices (BP 2012) for coal and gas for different regions are only shown for few import countries (US, Europe and Japan). Since the scenarios cover all regions, the spread in future prices is larger",345.97043
19,94729,Global fossil energy markets and climate change mitigation - an analysis with REMIND,10.1007/s10584-013-0901-6,,color-0,font-293,7.9702,25.90039,16094,body-text,339.91296,115.29039,46.667957,89.39,color-0,font-293,8.0,1,,1,unknown,,color-0,font-293,7.9702,,,"N. Bauer (*) : I. Mouratiadou : G. Luderer : L. Baumstark : O. Edenhofer : E. Kriegler Potsdam Institute for Climate Impact Research, PO Box 601203, 14412 Potsdam, Germany e-mail: Nico.Bauer@pik-potsdam.de",293.245003
20,94729,Global fossil energy markets and climate change mitigation - an analysis with REMIND,10.1007/s10584-013-0901-6,,color-0,font-293,7.9702,25.28146,16093,body-text,387.01135,171.5281,46.77156,146.24664,color-0,font-293,8.0,0,,1,unknown,,color-0,font-293,7.9702,,,"This article is part of a Special Issue on “The Impact of Economic Growth and Fossil Fuel Availability on Climate Protection: Introduction to the RoSE Special Issue” with Guest Editors Elmar Kriegler, Ottmar Edenhofer, Ioanna Mouratiadou, Gunnar Luderer, and Jae Edmonds.",340.23979
21,567591,Diagnostic indicators for integrated assessment models of climate policy,10.1016/j.techfore.2013.09.020,,color-0,font-290,7.9702,49.80896,16092,body-text,262.44534,278.3067,41.2157,228.49774,color-0,font-290,8.0,43,,16,section-heading,,color-0,font-290,7.9702,,,"The research leading to these results has received funding from the European Union's Seventh Framework Programme FP7/2010 under grant agreement n° 265139 (AMPERE). Aurélie Méjean also acknowledges funding from the Chair ""Modeling for Sustainable Development"" led by ParisTech.",221.22964
22,567591,Diagnostic indicators for integrated assessment models of climate policy,10.1016/j.techfore.2013.09.020,,color-0,font-290,7.9702,91.64767,16091,body-text,262.44052,405.35403,41.2157,313.70636,color-0,font-290,8.0,42,,16,body-text,,color-0,font-290,7.9702,,,We used the correlation between diagnostic indicators to establish a preliminary classification scheme and to illustrate potential next steps in the diagnostic work. Establishing and vetting a robust and useful classification scheme will require a community effort involving more models and diagnostic experiments as well as tests in applied contexts. We are hopeful that the findings and suggestions presented here can help encourage the next research steps and advance the discussion about diagnostic standards.,221.22482
23,567591,Diagnostic indicators for integrated assessment models of climate policy,10.1016/j.techfore.2013.09.020,,color-0,font-290,7.9702,133.48647,16090,body-text,263.1085,541.3583,41.2157,407.87183,color-0,font-290,8.0,41,,16,body-text,,color-0,font-290,7.9702,,,"A key result of the diagnostic analysis is the identification of strong correlations between the different diagnostic indicators. Models with higher relative abatement (high RAI) tend to also exhibit a stronger reliance on carbon intensity reductions (low CoEI) and a more significant transformation ofthe energy sector (high transformation indices). At the opposite end, we find models with lower relative abatement, a smaller reliance on carbon intensity reductions (high CoEI) and much smaller changes to the structure of the energy system (low transformation indices). When compared with each other, most models that participated in the diagnostic study fell into one ofthese two categories. These correlations point to a distinct fingerprint of model structure that emerges in various dimensions.",221.8928
24,567591,Diagnostic indicators for integrated assessment models of climate policy,10.1016/j.techfore.2013.09.020,,color-0,font-290,7.9702,123.05504,16089,body-text,262.4469,666.8745,41.2157,543.81946,color-0,font-290,8.0,40,,16,body-text,,color-0,font-290,7.9702,,,"We have developed four diagnostic indicators to characterize the model responses based on the criteria of characterizing model heterogeneity, relevance for climate policy analysis, applicability to diverse models, and accessibility and ease of use. These indicators are the relative abatement index (RAI), measuring the scale of emissions reductions, the carbon over energy intensity indicator (CoEI) measuring the reliance on carbon intensity vs. energy intensity reductions, the transformation index (TI) measuring the scale of transforming the primary energy mix, and the cost per abatement value (CAV) indicator measuring the mitigation costs as a function of carbon prices and emissions reductions.",221.2312
25,567591,Diagnostic indicators for integrated assessment models of climate policy,10.1016/j.techfore.2013.09.020,,color-0,font-290,7.9702,102.07907,16088,body-text,503.7945,436.53323,281.93466,334.45416,color-0,font-290,8.0,39,,15,section-heading,,color-0,font-290,7.9702,,,"We have studied and compared the emissions, energy, and economic response to a carbon price signal across 11 global energy-economy and integrated assessment models. The diagnostic study setup consisted of a no-climate-policy baseline and a series of constant and exponentially rising carbon tax scenarios with globally harmonized carbon prices. The study setup can be adopted by global and regional models alike. We found the increasing tax variant to be most useful for identifying diagnostic indicators for abatement response and economic impacts because the present value of",221.85984
26,567591,Diagnostic indicators for integrated assessment models of climate policy,10.1016/j.techfore.2013.09.020,,color-0,font-290,7.9702,217.1698,16087,body-text,503.1608,687.79877,281.93317,470.62897,color-0,font-290,8.0,38,,15,section-heading,,color-0,font-290,7.9702,,,"AMPERE model intercomparison studies on delayed and fragmented action [6,7] in Fig. 14. These results are from scenarios for atmospheric greenhouse gas concentration targets at levels of approx. 450 and 550 ppm CO2e. Fig. 14 shows mitigation costs (in NPV consumption or partial equilibrium costs, discounted at 4% per year) for the 450 and 550 ppm CO2eq stabilization cases. Models are colored according to the classification identified above. It can be seen that costs decrease from low-response to high-response models and are higher for GE than for PE models. As expected, IMACLIM exhibits the highest costs (exceeding the upper boundaries ofFig. 14) and IMAGE the lowest. Thus, our preliminary classification passes this initial test of its explanatory power for the differences in cost estimates. However, the test sample is too small to draw definitive conclusions at this point. It should finally be noted that the classification that we used here relates to specific versions of the respective models. Updates in model structure or parameters could change the relative position of different models, for instance through the inclusion of new mitigation options.",221.22763
